Path,Instrs,Time(s),ICov(%),BCov(%),ICount,TSolver(%),ICovered,IUncovered,Branches,FullBranches,PartialBranches,TUser(s),TResolve(s),TResolve(%),TCex(s),TCex(%),TQuery(s),TSolver(s),ActiveStates,MaxActiveStates,AvgActiveStates,Queries,QueryConstructs,AvgSolverQuerySize,QCexCMisses,QCexCHits,Mem(MiB),MaxMem(MiB),AvgMem(MiB),TArrayHash(s),TFork(s),TFork(%),TUser(%)
/local/scratch/a/cgusthin/cfmse-experiments/03292023_231405_dilation_klee_cfmsm_verify/klee_cfmsm_verify_5_1,5184,0.76,98.33,94.44,240,96.98,236,4,18,16,2,0.07,0.00,0.00,0.73,96.32,0.73,0.74,0,0,0.00,77,2926,38,77,41,1.41,1.41,1.18,-1,0.00,0.29,8.61
