Path,Instrs,Time(s),ICov(%),BCov(%),ICount,TSolver(%),ICovered,IUncovered,Branches,FullBranches,PartialBranches,TUser(s),TResolve(s),TResolve(%),TCex(s),TCex(%),TQuery(s),TSolver(s),ActiveStates,MaxActiveStates,AvgActiveStates,Queries,QueryConstructs,AvgSolverQuerySize,QCexCMisses,QCexCHits,Mem(MiB),MaxMem(MiB),AvgMem(MiB),TArrayHash(s),TFork(s),TFork(%),TUser(%)
/local/scratch/a/cgusthin/cfmse-experiments/03232023_213543_kruskal_klee_sm/klee_sm_5_1,92052,4034.33,13.78,7.71,8656,99.98,1193,7463,525,23,35,3551.65,646.55,16.03,4020.79,99.66,482.83,4033.35,179,194,175.32,2390,1495237,625,2390,7348,39.34,39.68,35.07,-1,0.14,0.00,88.04
