Path,Instrs,Time(s),ICov(%),BCov(%),ICount,TSolver(%),ICovered,IUncovered,Branches,FullBranches,PartialBranches,TUser(s),TResolve(s),TResolve(%),TCex(s),TCex(%),TQuery(s),TSolver(s),ActiveStates,MaxActiveStates,AvgActiveStates,Queries,QueryConstructs,AvgSolverQuerySize,QCexCMisses,QCexCHits,Mem(MiB),MaxMem(MiB),AvgMem(MiB),TArrayHash(s),TFork(s),TFork(%),TUser(%),KilledStates
/artifact/kick-the-tire/cfmse-experiments/01272026_220609_toupper_klee_sm/klee_sm_100_1,3413,0.72,100.00,100.00,43,95.22,43,0,2,2,0,0.04,0.00,0.00,0.68,94.60,0.68,0.69,0,0,0.00,101,1201,11,101,199,0.86,0.86,0.82,-1,0.01,1.73,5.70,0
