Path,Instrs,Time(s),ICov(%),BCov(%),ICount,TSolver(%),ICovered,IUncovered,Branches,FullBranches,PartialBranches,TUser(s),TResolve(s),TResolve(%),TCex(s),TCex(%),TQuery(s),TSolver(s),ActiveStates,MaxActiveStates,AvgActiveStates,Queries,QueryConstructs,AvgSolverQuerySize,QCexCMisses,QCexCHits,Mem(MiB),MaxMem(MiB),AvgMem(MiB),TArrayHash(s),TFork(s),TFork(%),TUser(%),KilledStates
/artifact/kick-the-tire/cfmse-experiments/01272026_220609_toupper_klee_sm/klee_sm_50_1,1713,0.35,100.00,100.00,43,97.63,43,0,2,2,0,0.02,0.00,0.00,0.34,97.21,0.34,0.34,0,0,0.00,51,601,11,51,99,0.82,0.82,0.79,-1,0.00,1.05,4.40,0
