Path,Instrs,Time(s),ICov(%),BCov(%),ICount,TSolver(%),ICovered,IUncovered,Branches,FullBranches,PartialBranches,TUser(s),TResolve(s),TResolve(%),TCex(s),TCex(%),TQuery(s),TSolver(s),ActiveStates,MaxActiveStates,AvgActiveStates,Queries,QueryConstructs,AvgSolverQuerySize,QCexCMisses,QCexCHits,Mem(MiB),MaxMem(MiB),AvgMem(MiB),TArrayHash(s),TFork(s),TFork(%),TUser(%)
/local/scratch/a/cgusthin/cfmse-experiments/03292023_231804_erosion_klee_cfmsm_verify/klee_cfmsm_verify_4_2,3164,0.38,98.22,91.67,225,97.20,221,4,18,15,3,0.03,0.00,0.00,0.37,96.60,0.37,0.37,0,0,0.00,44,2144,48,44,28,1.37,1.37,1.15,-1,0.00,0.16,7.38
